FileName,Forgery
U11001_124.jpg,No
U11001_125.jpg,No
U11001_127.jpg,Yes
U11001_162.jpg,Yes
U11001_273.jpg,Yes
U11001_297.jpg,No
U11001_341.jpg,Yes
U11001_343.jpg,Yes
U11001_360.jpg,Yes
U11001_371.jpg,No
U11001_380.jpg,Yes
U11001_423.jpg,Yes
U11001_463.jpg,Yes
U11002_101.jpg,No
U11002_150.jpg,No
U11002_167.jpg,No
U11002_17.jpg,No
U11002_180.jpg,No
U11002_292.jpg,No
U11002_312.jpg,No
U11002_340.jpg,No
U11002_353.jpg,No
U11002_40.jpg,No
U11002_464.jpg,No
U11002_63.jpg,No
U11002_97.jpg,No
U11003_112.jpg,No
U11003_174.jpg,No
U11003_185.jpg,No
U11003_239.jpg,No
U11003_260.jpg,Yes
U11003_268.jpg,No
U11003_270.jpg,No
U11003_318.jpg,No
U11003_333.jpg,No
U11003_429.jpg,No
U11003_45.jpg,No
U11003_473.jpg,No
U11003_84.jpg,No
U11004_113.jpg,No
U11004_116.jpg,No
U11004_133.jpg,No
U11004_142.jpg,No
U11004_161.jpg,No
U11004_206.jpg,No
U11004_211.jpg,No
U11004_397.jpg,No
U11004_410.jpg,No
U11004_421.jpg,No
U11004_46.jpg,No
U11004_59.jpg,No
U11004_61.jpg,No
U11005_2.jpg,Yes
U11005_202.jpg,No
U11005_213.jpg,No
U11005_228.jpg,No
U11005_230.jpg,Yes
U11005_244.jpg,No
U11005_259.jpg,No
U11005_323.jpg,Yes
U11005_36.jpg,No
U11005_5.jpg,No
U11005_66.jpg,No
U11005_73.jpg,No
U11005_87.jpg,No
U11006_12.jpg,No
U11006_139.jpg,No
U11006_149.jpg,Yes
U11006_154.jpg,No
U11006_179.jpg,No
U11006_184.jpg,No
U11006_208.jpg,No
U11006_276.jpg,No
U11006_277.jpg,Yes
U11006_409.jpg,No
U11006_479.jpg,No
U11006_58.jpg,No
U11006_60.jpg,Yes
U11007_168.jpg,No
U11007_282.jpg,No
U11007_288.jpg,No
U11007_291.jpg,No
U11007_293.jpg,No
U11007_338.jpg,No
U11007_373.jpg,No
U11007_375.jpg,No
U11007_408.jpg,No
U11007_425.jpg,No
U11007_460.jpg,No
U11007_461.jpg,No
U11007_52.jpg,No
U11008_166.jpg,No
U11008_210.jpg,Yes
U11008_241.jpg,No
U11008_242.jpg,No
U11008_245.jpg,No
U11008_250.jpg,No
U11008_279.jpg,No
U11008_314.jpg,No
U11008_370.jpg,No
U11008_402.jpg,No
U11008_403.jpg,No
U11008_41.jpg,No
U11008_417.jpg,Yes
U11009_138.jpg,No
U11009_140.jpg,No
U11009_224.jpg,No
U11009_227.jpg,No
U11009_238.jpg,No
U11009_365.jpg,Yes
U11009_391.jpg,No
U11009_405.jpg,No
U11009_407.jpg,No
U11009_453.jpg,No
U11009_458.jpg,No
U11009_477.jpg,No
U11009_8.jpg,No
U11010_109.jpg,Yes
U11010_143.jpg,No
U11010_172.jpg,No
U11010_209.jpg,Yes
U11010_243.jpg,No
U11010_264.jpg,No
U11010_267.jpg,No
U11010_349.jpg,Yes
U11010_363.jpg,No
U11010_38.jpg,No
U11010_387.jpg,Yes
U11010_470.jpg,No
U11010_471.jpg,Yes
U11011_197.jpg,No
U11011_204.jpg,No
U11011_22.jpg,No
U11011_236.jpg,No
U11011_246.jpg,No
U11011_304.jpg,No
U11011_359.jpg,Yes
U11011_39.jpg,No
U11011_419.jpg,No
U11011_444.jpg,No
U11011_459.jpg,No
U11011_64.jpg,No
U11011_83.jpg,No
U11012_165.jpg,No
U11012_192.jpg,No
U11012_265.jpg,No
U11012_30.jpg,No
U11012_307.jpg,Yes
U11012_404.jpg,No
U11012_418.jpg,No
U11012_427.jpg,No
U11012_433.jpg,No
U11012_450.jpg,No
U11012_451.jpg,No
U11012_457.jpg,No
U11012_92.jpg,No
U11013_105.jpg,No
U11013_122.jpg,No
U11013_131.jpg,No
U11013_136.jpg,Yes
U11013_148.jpg,No
U11013_254.jpg,No
U11013_266.jpg,No
U11013_269.jpg,No
U11013_283.jpg,No
U11013_290.jpg,Yes
U11013_310.jpg,No
U11013_388.jpg,Yes
U11013_430.jpg,No
U11014_100.jpg,No
U11014_144.jpg,Yes
U11014_156.jpg,Yes
U11014_186.jpg,Yes
U11014_193.jpg,No
U11014_194.jpg,Yes
U11014_216.jpg,No
U11014_258.jpg,Yes
U11014_287.jpg,Yes
U11014_376.jpg,Yes
U11014_474.jpg,Yes
U11014_6.jpg,Yes
U11014_69.jpg,Yes
U11015_128.jpg,No
U11015_158.jpg,No
U11015_219.jpg,No
U11015_248.jpg,No
U11015_256.jpg,No
U11015_26.jpg,No
U11015_272.jpg,No
U11015_309.jpg,No
U11015_364.jpg,No
U11015_382.jpg,Yes
U11015_395.jpg,Yes
U11015_465.jpg,No
U11015_94.jpg,No
U11016_1.jpg,No
U11016_108.jpg,Yes
U11016_130.jpg,No
U11016_151.jpg,No
U11016_175.jpg,No
U11016_201.jpg,Yes
U11016_222.jpg,No
U11016_249.jpg,Yes
U11016_337.jpg,No
U11016_435.jpg,No
U11016_443.jpg,No
U11016_49.jpg,Yes
U11016_71.jpg,No
U11017_111.jpg,No
U11017_137.jpg,No
U11017_153.jpg,No
U11017_21.jpg,No
U11017_215.jpg,No
U11017_303.jpg,Yes
U11017_329.jpg,No
U11017_350.jpg,No
U11017_416.jpg,No
U11017_466.jpg,No
U11017_81.jpg,No
U11017_90.jpg,Yes
U11017_99.jpg,Yes
U11018_169.jpg,Yes
U11018_214.jpg,No
U11018_286.jpg,Yes
U11018_289.jpg,Yes
U11018_321.jpg,Yes
U11018_322.jpg,Yes
U11018_369.jpg,Yes
U11018_400.jpg,No
U11018_424.jpg,Yes
U11018_440.jpg,Yes
U11018_47.jpg,No
U11018_65.jpg,Yes
U11018_88.jpg,No
U11019_119.jpg,No
U11019_212.jpg,No
U11019_240.jpg,No
U11019_262.jpg,No
U11019_316.jpg,No
U11019_326.jpg,No
U11019_406.jpg,No
U11019_412.jpg,No
U11019_426.jpg,No
U11019_72.jpg,No
U11019_78.jpg,Yes
U11019_80.jpg,Yes
U11019_93.jpg,No
U11020_145.jpg,Yes
U11020_160.jpg,Yes
U11020_23.jpg,No
U11020_24.jpg,No
U11020_295.jpg,Yes
U11020_31.jpg,No
U11020_342.jpg,No
U11020_352.jpg,Yes
U11020_372.jpg,Yes
U11020_384.jpg,Yes
U11020_390.jpg,Yes
U11020_396.jpg,No
U11020_53.jpg,Yes
U11021_146.jpg,Yes
U11021_176.jpg,No
U11021_182.jpg,No
U11021_200.jpg,No
U11021_229.jpg,No
U11021_252.jpg,No
U11021_271.jpg,No
U11021_320.jpg,No
U11021_377.jpg,No
U11021_436.jpg,No
U11021_437.jpg,No
U11021_454.jpg,Yes
U11021_462.jpg,No
U11024_157.jpg,No
U11024_181.jpg,No
U11024_221.jpg,No
U11024_285.jpg,No
U11024_302.jpg,No
U11024_305.jpg,No
U11024_336.jpg,No
U11024_386.jpg,No
U11024_415.jpg,No
U11024_439.jpg,No
U11024_476.jpg,No
U11024_50.jpg,Yes
U11024_68.jpg,Yes
U11025_126.jpg,Yes
U11025_15.jpg,No
U11025_203.jpg,Yes
U11025_217.jpg,No
U11025_29.jpg,No
U11025_296.jpg,Yes
U11025_345.jpg,No
U11025_35.jpg,No
U11025_385.jpg,No
U11025_414.jpg,No
U11025_446.jpg,No
U11025_468.jpg,No
U11025_95.jpg,No
U11027_114.jpg,No
U11027_120.jpg,No
U11027_134.jpg,No
U11027_147.jpg,No
U11027_20.jpg,No
U11027_205.jpg,No
U11027_306.jpg,No
U11027_315.jpg,No
U11027_42.jpg,No
U11027_420.jpg,No
U11027_51.jpg,No
U11027_70.jpg,No
U11027_91.jpg,No
U11035_115.jpg,No
U11035_177.jpg,No
U11035_178.jpg,No
U11035_275.jpg,No
U11035_278.jpg,No
U11035_301.jpg,No
U11035_32.jpg,Yes
U11035_325.jpg,No
U11035_330.jpg,No
U11035_389.jpg,No
U11035_398.jpg,No
U11035_7.jpg,No
U11035_74.jpg,No
U11036_106.jpg,No
U11036_13.jpg,No
U11036_223.jpg,No
U11036_237.jpg,No
U11036_25.jpg,No
U11036_255.jpg,No
U11036_281.jpg,No
U11036_356.jpg,No
U11036_358.jpg,Yes
U11036_367.jpg,Yes
U11036_48.jpg,Yes
U11036_54.jpg,No
U11036_56.jpg,No
U11038_117.jpg,No
U11038_163.jpg,No
U11038_3.jpg,No
U11038_332.jpg,No
U11038_334.jpg,No
U11038_351.jpg,No
U11038_379.jpg,No
U11038_428.jpg,No
U11038_432.jpg,No
U11038_441.jpg,No
U11038_469.jpg,No
U11038_475.jpg,No
U11038_57.jpg,No
U11039_155.jpg,No
U11039_170.jpg,Yes
U11039_191.jpg,No
U11039_196.jpg,No
U11039_280.jpg,No
U11039_294.jpg,No
U11039_347.jpg,No
U11039_355.jpg,No
U11039_401.jpg,No
U11039_43.jpg,No
U11039_438.jpg,Yes
U11039_447.jpg,No
U11039_77.jpg,Yes
U11040_10.jpg,Yes
U11040_123.jpg,No
U11040_195.jpg,No
U11040_207.jpg,Yes
U11040_298.jpg,Yes
U11040_311.jpg,Yes
U11040_313.jpg,No
U11040_331.jpg,No
U11040_37.jpg,Yes
U11040_394.jpg,No
U11040_442.jpg,Yes
U11040_62.jpg,No
U11040_82.jpg,Yes
U11136_104.jpg,No
U11136_141.jpg,No
U11136_183.jpg,No
U11136_189.jpg,No
U11136_19.jpg,No
U11136_247.jpg,No
U11136_328.jpg,No
U11136_335.jpg,No
U11136_339.jpg,No
U11136_378.jpg,No
U11136_445.jpg,No
U11136_472.jpg,No
U11136_76.jpg,No
